Time,User,SC,DC,M
2,U1@DOM585,C0684,C00685,0
2,U1@DOM586,C0685,C00686,0
2,U1@DOM587,C0686,C00687,0
2,U1@DOM588,C0687,C00688,0
2,U1@DOM589,C0688,C00689,0
2,U1@DOM590,C0689,C00690,0
2,U1@DOM591,C0690,C00691,0
2,U1@DOM592,C0691,C00692,0
2,U1@DOM593,C0692,C00693,0
2,U1@DOM594,C0693,C00694,0
2,U1@DOM595,C0694,C00695,0
2,U1@DOM596,C0695,C00696,0
2,U1@DOM597,C0696,C00697,0
2,U1@DOM598,C0697,C00698,0
2,U1@DOM599,C0698,C00699,0
2,U1@DOM600,C0699,C00700,0
2,U1@DOM601,C0700,C00701,0
2,U1@DOM602,C0701,C00702,0
2,U1@DOM603,C0702,C00703,0
2,U1@DOM604,C0703,C00704,0
2,U1@DOM605,C0704,C00705,0
2,U1@DOM606,C0705,C00706,0
2,U1@DOM607,C0706,C00707,0
2,U1@DOM608,C0707,C00708,0
2,U1@DOM609,C0708,C00709,0
2,U1@DOM610,C0709,C00710,0
2,U1@DOM611,C0710,C00711,0
2,U1@DOM612,C0711,C00712,0
2,U1@DOM613,C0712,C00713,0
2,U1@DOM614,C0713,C00714,0
2,U1@DOM615,C0714,C00715,0
2,U1@DOM616,C0715,C00716,0
2,U1@DOM617,C0716,C00717,0
2,U1@DOM618,C0717,C00718,0
2,U1@DOM619,C0718,C00719,0
2,U1@DOM620,C0719,C00720,0
2,U1@DOM621,C0720,C00721,0
2,U1@DOM622,C0721,C00722,0
2,U1@DOM623,C0722,C00723,0
2,U1@DOM624,C0723,C00724,0
2,U1@DOM625,C0724,C00725,0
2,U1@DOM626,C0725,C00726,0
2,U1@DOM627,C0726,C00727,0
2,U1@DOM628,C0727,C00728,0
2,U1@DOM629,C0728,C00729,0
2,U1@DOM630,C0729,C00730,0
2,U1@DOM631,C0730,C00731,0
2,U1@DOM632,C0731,C00732,0
2,U1@DOM633,C0732,C00733,0
2,U1@DOM634,C0733,C00734,0
2,U1@DOM635,C0734,C00735,0
2,U1@DOM636,C0735,C00736,0
2,U1@DOM637,C0736,C00737,0
2,U1@DOM638,C0737,C00738,0
2,U1@DOM639,C0738,C00739,0
2,U1@DOM640,C0739,C00740,0
2,U1@DOM641,C0740,C00741,0
2,U1@DOM642,C0741,C00742,0
2,U1@DOM643,C0742,C00743,0
2,U1@DOM644,C0743,C00744,0
2,U1@DOM645,C0744,C00745,0
2,U1@DOM646,C0745,C00746,0
2,U1@DOM647,C0746,C00747,0
2,U1@DOM648,C0747,C00748,0
2,U1@DOM649,C0748,C00749,0
2,U1@DOM650,C0749,C00750,0
2,U1@DOM651,C0750,C00751,0
2,U1@DOM652,C0751,C00752,0
2,U1@DOM653,C0752,C00753,0
2,U1@DOM654,C0753,C00754,0
2,U1@DOM655,C0754,C00755,0
2,U1@DOM656,C0755,C00756,0
2,U1@DOM657,C0756,C00757,0
2,U1@DOM658,C0757,C00758,0
2,U1@DOM659,C0758,C00759,0
2,U1@DOM660,C0759,C00760,0
2,U1@DOM661,C0760,C00761,0
2,U1@DOM662,C0761,C00762,0
2,U1@DOM663,C0762,C00763,0
2,U1@DOM664,C0763,C00764,0
2,U1@DOM665,C0764,C00765,0
2,U1@DOM666,C0765,C00766,0
2,U1@DOM667,C0766,C00767,0
2,U1@DOM668,C0767,C00768,0
2,U1@DOM669,C0768,C00769,0
2,U1@DOM670,C0769,C00770,0
2,U1@DOM671,C0770,C00771,0
2,U1@DOM672,C0771,C00772,0
2,U1@DOM673,C0772,C00773,0
2,U1@DOM674,C0773,C00774,0
2,U1@DOM675,C0774,C00775,0
2,U1@DOM676,C0775,C00776,0
2,U1@DOM677,C0776,C00777,0
2,U1@DOM678,C0777,C00778,0
2,U1@DOM679,C0778,C00779,0
2,U1@DOM680,C0779,C00780,0
2,U1@DOM681,C0780,C00781,0
2,U1@DOM682,C0781,C00782,0
2,U1@DOM683,C0782,C00783,0
2,U1@DOM684,C0783,C00784,0
2,U1@DOM685,C0784,C00785,0
2,U1@DOM686,C0785,C00786,0
2,U1@DOM687,C0786,C00787,0
2,U1@DOM688,C0787,C00788,0
2,U1@DOM689,C0788,C00789,0
2,U1@DOM690,C0789,C00790,0
2,U1@DOM691,C0790,C00791,0
2,U1@DOM692,C0791,C00792,0
2,U1@DOM693,C0792,C00793,0
2,U1@DOM694,C0793,C00794,0
2,U1@DOM695,C0794,C00795,0
2,U1@DOM696,C0795,C00796,0
2,U1@DOM697,C0796,C00797,0
2,U1@DOM698,C0797,C00798,0
2,U1@DOM699,C0798,C00799,0
2,U1@DOM700,C0799,C00800,0
2,U1@DOM701,C0800,C00801,0
2,U1@DOM702,C0801,C00802,0
2,U1@DOM703,C0802,C00803,0
2,U1@DOM704,C0803,C00804,0
2,U1@DOM705,C0804,C00805,0
2,U1@DOM706,C0805,C00806,0
2,U1@DOM707,C0806,C00807,0
2,U1@DOM708,C0807,C00808,0
2,U1@DOM709,C0808,C00809,0
2,U1@DOM710,C0809,C00810,0
2,U1@DOM711,C0810,C00811,0
2,U1@DOM712,C0811,C00812,0
2,U1@DOM713,C0812,C00813,0
2,U1@DOM714,C0813,C00814,0
2,U1@DOM715,C0814,C00815,0
2,U1@DOM716,C0815,C00816,0
2,U1@DOM717,C0816,C00817,0
2,U1@DOM718,C0817,C00818,0
2,U1@DOM719,C0818,C00819,0
2,U1@DOM720,C0819,C00820,0
2,U1@DOM721,C0820,C00821,0
2,U1@DOM722,C0821,C00822,0
2,U1@DOM723,C0822,C00823,0
2,U1@DOM724,C0823,C00824,0
2,U1@DOM725,C0824,C00825,0
2,U1@DOM726,C0825,C00826,0
2,U1@DOM727,C0826,C00827,0
2,U1@DOM728,C0827,C00828,0
2,U1@DOM729,C0828,C00829,0
2,U1@DOM730,C0829,C00830,0
2,U1@DOM731,C0830,C00831,0
2,U1@DOM732,C0831,C00832,0
2,U1@DOM733,C0832,C00833,0
2,U1@DOM734,C0833,C00834,0
2,U1@DOM735,C0834,C00835,0
2,U1@DOM736,C0835,C00836,0
2,U1@DOM737,C0836,C00837,0
2,U1@DOM738,C0837,C00838,0
2,U1@DOM739,C0838,C00839,0
2,U1@DOM740,C0839,C00840,0
2,U1@DOM741,C0840,C00841,0
2,U1@DOM742,C0841,C00842,0
2,U1@DOM743,C0842,C00843,0
2,U1@DOM744,C0843,C00844,0
2,U1@DOM745,C0844,C00845,0
2,U1@DOM746,C0845,C00846,0
2,U1@DOM747,C0846,C00847,0
2,U1@DOM748,C0847,C00848,0
2,U1@DOM749,C0848,C00849,0
